,ArrFlight,ACType,bookload,STD,ATA,ArrRoute,DepRoute
9028,GF102,332,139,2019-04-14 05:18:23,2019-04-14 06:27:04,JED,DXB
9029,IX473,320,59,2019-04-13 22:33:41,2019-04-13 23:53:51,AKT,COK
9030,GF501,73H,146,2019-04-13 20:00:12,2019-04-13 21:22:36,DWC,CAI
9031,G9105,32Q,149,2019-04-13 18:09:47,2019-04-13 18:56:18,KHI,ELQ
9032,GF261,73G,150,2019-04-13 11:36:13,2019-04-13 12:03:57,DXB,BKK
9033,GF004,320,102,2019-04-13 09:47:15,2019-04-13 09:48:06,NSY,ZZZ
9034,GF174,7M8,146,2019-04-13 06:25:35,2019-04-13 05:04:33,BOM,TLV
9035,GF561,333,98,2019-04-13 02:13:39,2019-04-13 01:20:48,MCT,MXP
9036,AI939,738,270,2019-04-13 00:38:33,2019-04-12 23:16:20,RUH,CCJ
9037,3L010,73G,43,2019-04-12 20:43:24,2019-04-12 20:49:51,DMM,ZZZ
9038,GF188,738,48,2019-04-12 15:35:45,2019-04-12 15:19:11,ADD,SAW
9039,GF063,32Q,85,2019-04-12 11:05:20,2019-04-12 11:25:30,DMM,BOM
9040,FZ023,320,159,2019-04-12 10:11:25,2019-04-12 11:11:51,DAC,JED
9041,PC824,332,96,2019-04-12 07:40:12,2019-04-12 07:29:30,CAI,MCT
9042,GF563,73H,86,2019-04-12 02:51:42,2019-04-12 01:14:48,KEZ,MCT
9043,AI939,32N,276,2019-04-12 01:07:48,2019-04-12 02:36:30,MCT,MED
9044,GF973,32Q,142,2019-04-11 19:32:57,2019-04-11 20:33:51,SKT,JED
9045,3L010,7M8,159,2019-04-11 14:31:37,2019-04-11 14:06:14,EBL,AUH
9046,SV526,77W,33,2019-04-11 13:22:27,2019-04-11 12:58:09,DEL,NBO
9047,EY375,333,73,2019-04-11 11:09:52,2019-04-11 09:37:59,DME,MCT
9048,PC824,321,135,2019-04-11 06:39:07,2019-04-11 07:04:48,TBS,CAI
9049,GF190,32N,143,2019-04-11 04:50:51,2019-04-11 05:33:00,DAC,SAW
9050,GF214,32Q,114,2019-04-10 22:18:02,2019-04-10 20:50:25,SAW,LEJ
9051,GF753,333,117,2019-04-10 19:21:05,2019-04-10 19:51:53,DXB,ATH
9052,GF166,332,141,2019-04-10 16:52:20,2019-04-10 15:45:49,IST,HYD
9053,GF178,321,108,2019-04-10 14:54:24,2019-04-10 15:56:14,AUH,BLR
9054,BA125,32N,156,2019-04-10 12:38:11,2019-04-10 11:46:51,FRA,AUH
9055,GF069,7M8,152,2019-04-10 09:59:33,2019-04-10 09:44:34,DXB,DEL
9056,MS920,789,49,2019-04-10 08:12:50,2019-04-10 06:56:17,SIN,SAW
9057,GF767,321,56,2019-04-10 05:06:36,2019-04-10 06:23:30,DXB,HKG
9058,GF162,73G,185,2019-04-10 01:10:19,2019-04-10 00:02:40,DEL,JED
9059,GF168,333,53,2019-04-09 20:17:38,2019-04-09 19:37:23,JIB,DME
9060,KL445,321,88,2019-04-09 15:27:35,2019-04-09 15:57:29,SAW,JED
9061,GF168,332,277,2019-04-09 09:03:28,2019-04-09 07:28:23,TZX,JED
9062,GF503,7M8,96,2019-04-09 08:42:24,2019-04-09 08:02:10,LHR,KMC
9063,H6891,333,152,2019-04-09 04:59:20,2019-04-09 06:04:14,DXB,CDG
9064,OV263,332,46,2019-04-09 02:11:26,2019-04-09 02:32:37,MAA,AUH
9065,GF541,332,212,2019-04-08 20:54:56,2019-04-08 20:56:30,DME,MCT
9066,OV265,73H,161,2019-04-08 16:20:03,2019-04-08 17:57:54,LCA,KHI
9067,GF174,321,97,2019-04-08 13:05:35,2019-04-08 14:28:39,DXB,MNL
9068,GF216,789,157,2019-04-08 06:22:09,2019-04-08 06:33:07,HKG,FRA
9069,AI939,332,76,2019-04-08 05:32:02,2019-04-08 04:59:55,MED,DXB
9070,GF513,77W,97,2019-04-07 23:23:20,2019-04-08 00:53:41,CVG,SHJ
9071,GF046,321,124,2019-04-07 20:44:08,2019-04-07 20:43:48,BOM,MNL
9072,GF543,320,274,2019-04-07 17:57:27,2019-04-07 16:52:02,MNL,COK
9073,IX473,332,114,2019-04-07 12:08:06,2019-04-07 12:12:07,RUH,TTH
9074,GF275,320,164,2019-04-07 05:26:24,2019-04-07 05:06:48,MXP,IST
9075,GF186,7M8,85,2019-04-07 04:26:57,2019-04-07 05:47:02,IST,BKK
9076,GF102,73G,166,2019-04-06 21:51:37,2019-04-06 22:53:59,DXB,JED
9077,FZ025,789,134,2019-04-06 18:08:08,2019-04-06 18:19:32,AUH,SHJ
9078,GF271,7M8,136,2019-04-06 11:36:22,2019-04-06 12:56:45,ISB,DXB
9079,3L010,7M8,67,2019-04-06 05:03:20,2019-04-06 04:09:15,AUH,DXB
9080,GF155,321,117,2019-04-06 04:36:26,2019-04-06 06:02:13,JED,SHJ
9081,PC824,738,34,2019-04-06 03:37:51,2019-04-06 02:49:35,JED,AUH
9082,GF563,77W,46,2019-04-05 21:31:20,2019-04-05 22:48:56,DXB,BAH
9083,PC824,320,143,2019-04-05 18:44:44,2019-04-05 18:34:29,IST,JED
9084,GF789,73H,71,2019-04-05 11:53:22,2019-04-05 11:34:03,NBO,AUH
9085,GF563,321,163,2019-04-05 04:58:25,2019-04-05 04:43:43,AUH,DMM
9086,PC824,789,247,2019-04-04 22:54:13,2019-04-04 23:45:32,COK,AMM
9087,GF155,333,96,2019-04-04 20:46:57,2019-04-04 21:56:44,IST,BAH
9088,GF065,32Q,135,2019-04-04 16:57:00,2019-04-04 16:07:48,NHD,HKG
9089,WY653,321,174,2019-04-04 12:22:02,2019-04-04 11:13:44,HKG,SHJ
9090,GF545,320,98,2019-04-04 09:57:34,2019-04-04 09:12:23,LCA,AKT
9091,GF2771,332,118,2019-04-04 07:35:05,2019-04-04 08:46:59,TTH,DXB
9092,KU615,73G,37,2019-04-04 01:12:34,2019-04-04 00:08:41,AUH,BOM
9093,FZ029,320,96,2019-04-03 18:44:26,2019-04-03 17:44:59,LHE,TZX
9094,GF053,73G,65,2019-04-03 15:25:51,2019-04-03 16:20:31,BKK,LHR
9095,GF547,332,95,2019-04-03 14:57:20,2019-04-03 16:19:35,LEJ,CDG
9096,TK7674,7M8,121,2019-04-03 14:34:23,2019-04-03 13:08:41,ISB,JED
9097,GF767,77W,121,2019-04-03 10:36:03,2019-04-03 10:54:26,DXB,SHJ
9098,GF789,320,150,2019-04-03 06:40:29,2019-04-03 08:03:42,TBS,MXP
9099,IX471,32Q,243,2019-04-03 01:10:53,2019-04-03 02:08:44,CDG,BAH
9100,6E1403,7M8,90,2019-04-02 21:21:03,2019-04-02 21:55:32,JED,DMM
9101,GF275,320,76,2019-04-02 18:02:38,2019-04-02 19:15:54,MAA,KWI
9102,GF070,320,132,2019-04-02 16:40:25,2019-04-02 17:28:40,BOM,SHJ
9103,GF178,738,76,2019-04-02 13:09:13,2019-04-02 11:49:50,COK,AUH
9104,EY377,789,50,2019-04-02 10:35:17,2019-04-02 09:48:06,BOM,MAN
9105,GF563,789,271,2019-04-02 05:27:27,2019-04-02 06:13:18,JED,SHJ
9106,GF511,321,145,2019-04-02 03:23:18,2019-04-02 02:51:59,BOM,CDG
9107,AI939,332,88,2019-04-01 23:39:38,2019-04-01 22:06:23,DEL,COK
9108,GF220,77W,135,2019-04-01 19:10:58,2019-04-01 20:39:43,JED,BOM
9109,GF044,32N,97,2019-04-01 12:45:04,2019-04-01 14:11:57,CVG,BOM
9110,EK835,789,151,2019-04-01 12:03:43,2019-04-01 12:29:01,DME,AMM
9111,GF945,73H,116,2019-04-01 05:20:16,2019-04-01 06:05:05,DEL,DXB
9112,GF022,333,75,2019-04-01 05:08:41,2019-04-01 03:42:54,AUH,BOM
9113,WY657,32Q,49,2019-03-31 23:34:32,2019-03-31 23:31:56,DAC,JED
9114,GF013,73G,125,2019-03-31 20:24:46,2019-03-31 19:44:10,DXB,CDG
9115,GF765,333,78,2019-03-31 19:03:02,2019-03-31 18:09:58,SAW,IST
9116,SV520,332,236,2019-03-31 16:33:11,2019-03-31 15:12:00,FRA,AUH
9117,GF275,32Q,67,2019-03-31 12:46:23,2019-03-31 12:55:25,DXB,MCT
9118,GF006,73G,66,2019-03-31 07:16:05,2019-03-31 05:39:18,LEJ,TTH
9119,GF162,320,111,2019-03-31 00:59:04,2019-03-31 01:45:12,LEJ,AMM
9120,SV526,7M8,74,2019-03-30 20:10:35,2019-03-30 18:31:47,AMM,ISB
9121,GF044,332,168,2019-03-30 16:15:25,2019-03-30 15:41:12,AUH,CDG
9122,PC824,32Q,159,2019-03-30 14:43:34,2019-03-30 14:46:00,DXB,BOM
9123,FZ023,321,145,2019-03-30 09:45:47,2019-03-30 10:44:30,DWC,JED
9124,GF102,73G,125,2019-03-30 08:37:54,2019-03-30 09:33:02,BLR,MXP
9125,KU615,32N,90,2019-03-30 05:25:06,2019-03-30 04:27:43,DXB,AUH
9126,G9103,32Q,111,2019-03-30 00:08:17,2019-03-29 23:10:50,DXB,SIN
9127,GF104,321,78,2019-03-29 20:50:58,2019-03-29 20:18:10,DXB,SAW
9128,FZ021,320,175,2019-03-29 19:33:09,2019-03-29 19:24:34,AUH,FRA
9129,GF104,77W,128,2019-03-29 16:36:50,2019-03-29 17:17:23,CMN,CAI
9130,SV526,320,150,2019-03-29 11:40:16,2019-03-29 13:10:14,JED,MUX
9131,GF065,32Q,160,2019-03-29 08:20:33,2019-03-29 09:45:18,CVG,JED
9132,GF945,73G,134,2019-03-29 06:03:13,2019-03-29 06:42:11,DMM,FRA
9133,GF791,32Q,168,2019-03-29 04:43:56,2019-03-29 03:38:41,MNL,LHE
9134,TK7674,73G,46,2019-03-29 04:19:03,2019-03-29 02:59:55,DXB,ATH
9135,PC824,320,148,2019-03-29 00:08:54,2019-03-28 23:00:13,AUH,JED
9136,GF753,321,151,2019-03-28 20:20:05,2019-03-28 20:49:17,DXB,LEJ
9137,GF182,32Q,48,2019-03-28 20:10:27,2019-03-28 20:12:10,MNL,DXB
9138,G9101,333,96,2019-03-28 18:27:44,2019-03-28 19:49:30,ELQ,LHR
9139,GF501,789,81,2019-03-28 18:07:00,2019-03-28 17:00:05,DME,MXP
9140,GF180,789,280,2019-03-28 12:58:17,2019-03-28 13:16:27,ZZZ,JED
9141,PC824,32Q,128,2019-03-28 09:00:31,2019-03-28 09:43:02,HKG,MNL
9142,PC824,738,40,2019-03-28 03:31:16,2019-03-28 03:24:48,KMC,CMN
9143,XQ6500,789,152,2019-03-27 23:03:15,2019-03-28 00:41:41,BKK,DME
9144,GF753,77W,95,2019-03-27 20:38:44,2019-03-27 21:56:50,IST,JED
9145,GF164,738,164,2019-03-27 19:39:01,2019-03-27 20:33:22,AMM,COK
9146,GF174,333,41,2019-03-27 17:17:32,2019-03-27 17:38:26,TRV,DMM
9147,J9103,73G,78,2019-03-27 12:05:10,2019-03-27 11:28:18,BLR,DEL
9148,GF565,789,141,2019-03-27 09:42:38,2019-03-27 10:35:54,HYD,JED
9149,GF753,321,156,2019-03-27 09:06:55,2019-03-27 10:18:38,HYD,FRA
9150,FZ029,32N,150,2019-03-27 07:39:06,2019-03-27 06:35:09,MED,DXB
9151,GF501,789,41,2019-03-27 06:49:42,2019-03-27 07:54:06,DMM,AUH
9152,EK835,320,62,2019-03-27 03:20:45,2019-03-27 04:54:52,CAI,LEJ
9153,EK839,321,160,2019-03-27 02:03:26,2019-03-27 02:54:24,AUH,LHE
9154,GF945,73H,87,2019-03-26 22:28:35,2019-03-26 22:08:16,HYD,BGW
9155,GF945,333,147,2019-03-26 16:07:51,2019-03-26 17:16:51,CAI,KHB
9156,GF184,333,64,2019-03-26 13:11:57,2019-03-26 14:36:38,AMM,DMM
9157,GF513,7M8,105,2019-03-26 07:15:16,2019-03-26 08:50:02,DEL,ISB
9158,GF767,332,106,2019-03-26 04:51:29,2019-03-26 03:42:18,DXB,JED
9159,GF214,789,130,2019-03-26 04:07:58,2019-03-26 03:00:51,DXB,LHR
9160,3L010,32Q,87,2019-03-26 00:10:33,2019-03-25 23:43:19,AUH,DEL
9161,GF180,32N,41,2019-03-25 18:27:42,2019-03-25 19:59:22,TZX,DMM
9162,GF965,7M8,114,2019-03-25 11:35:30,2019-03-25 12:09:07,TZX,DXB
9163,BA125,789,246,2019-03-25 10:35:25,2019-03-25 11:44:42,LHR,DXB
9164,GF166,320,146,2019-03-25 07:08:43,2019-03-25 08:12:44,CCJ,ELQ
9165,GF547,77W,34,2019-03-25 04:49:47,2019-03-25 04:01:04,LCA,BKK
9166,EK839,7M8,60,2019-03-25 01:21:10,2019-03-25 00:28:04,MCT,IST
9167,GF2029,73G,154,2019-03-24 18:41:48,2019-03-24 19:29:15,AUH,FRA
9168,GF275,332,114,2019-03-24 11:56:51,2019-03-24 11:04:25,KHB,AMM
9169,GF785,738,54,2019-03-24 07:41:38,2019-03-24 09:18:08,DEL,JED
9170,GF162,333,124,2019-03-24 07:11:59,2019-03-24 07:59:13,DXB,DME
9171,PC824,7M8,127,2019-03-24 04:07:31,2019-03-24 05:37:10,BOM,AUH
9172,GF963,333,66,2019-03-23 21:54:24,2019-03-23 21:42:50,MCT,JED
9173,GF186,320,145,2019-03-23 16:09:12,2019-03-23 14:35:00,RUH,DMM
9174,GF102,332,100,2019-03-23 11:13:02,2019-03-23 12:29:33,DXB,MED
9175,GF110,77W,164,2019-03-23 08:10:09,2019-03-23 08:58:18,CAI,LHR
9176,FZ025,333,121,2019-03-23 02:17:40,2019-03-23 02:54:35,TLV,BLR
9177,EK835,332,160,2019-03-22 20:03:01,2019-03-22 19:32:19,JED,AKT
9178,GF046,333,96,2019-03-22 14:55:18,2019-03-22 13:38:12,DXB,HKG
9179,GF155,73H,29,2019-03-22 13:46:52,2019-03-22 14:28:17,BOM,NBO
9180,GF765,321,97,2019-03-22 13:13:33,2019-03-22 14:06:38,COK,JIB
9181,GF541,73G,165,2019-03-22 06:33:35,2019-03-22 05:23:31,DXB,DEL
9182,GF545,77W,113,2019-03-22 03:46:38,2019-03-22 03:53:20,MAN,DXB
9183,GF543,73G,65,2019-03-22 00:26:50,2019-03-22 00:32:25,MAA,DMM
9184,PC824,73H,169,2019-03-21 20:45:46,2019-03-21 20:42:11,JED,DEL
9185,MS920,73G,61,2019-03-21 15:40:12,2019-03-21 16:14:01,JIB,KEZ
9186,GF004,738,93,2019-03-21 14:18:29,2019-03-21 14:37:41,MNL,SHJ
9187,GF002,320,204,2019-03-21 13:21:32,2019-03-21 14:34:00,TBS,LHE
9188,WY653,320,135,2019-03-21 07:18:28,2019-03-21 05:48:34,DXB,JIB
9189,WY657,32N,126,2019-03-21 01:42:06,2019-03-21 02:59:07,DMM,CDG
9190,GF026,7M8,111,2019-03-20 19:27:48,2019-03-20 20:28:17,DEL,DXB
9191,EY375,738,154,2019-03-20 18:37:33,2019-03-20 16:58:37,AUH,DEL
9192,OV265,321,140,2019-03-20 13:04:39,2019-03-20 14:00:18,MCT,DEL
9193,GF511,32Q,35,2019-03-20 06:16:50,2019-03-20 07:28:55,SAW,IST
9194,SV520,320,140,2019-03-20 06:04:33,2019-03-20 06:53:38,CMN,KEZ
9195,GF277,7M8,91,2019-03-20 03:38:26,2019-03-20 05:12:36,DEL,MED
9196,GF251,7M8,168,2019-03-19 23:22:42,2019-03-20 00:57:26,HYD,MCT
9197,H6891,320,138,2019-03-19 23:09:09,2019-03-19 22:35:20,DXB,ADD
9198,GF505,73H,94,2019-03-19 19:31:22,2019-03-19 18:16:32,HKG,DXB
9199,GF063,321,73,2019-03-19 15:59:04,2019-03-19 17:02:02,SHJ,COK
9200,GF046,333,136,2019-03-19 10:38:08,2019-03-19 12:01:39,JED,HYD
9201,GF249,321,136,2019-03-19 05:09:34,2019-03-19 05:13:09,SAW,JED
9202,GF561,7M8,90,2019-03-19 03:19:51,2019-03-19 04:19:41,JED,LEJ
9203,GF057,789,110,2019-03-18 20:56:05,2019-03-18 22:23:43,IST,MCT
9204,GF142,321,124,2019-03-18 14:42:34,2019-03-18 16:02:10,SIN,CAI
9205,GF015,32N,161,2019-03-18 12:12:29,2019-03-18 12:13:17,IST,DXB
9206,LH636,333,141,2019-03-18 08:05:26,2019-03-18 08:14:18,ZZZ,CAI
9207,FZ023,77W,122,2019-03-18 04:36:05,2019-03-18 04:20:56,HKG,JED
9208,GF561,320,62,2019-03-18 03:00:43,2019-03-18 03:39:47,HKG,DXB
9209,GF771,32Q,121,2019-03-17 23:45:15,2019-03-17 23:32:08,CAI,COK
9210,GF249,321,163,2019-03-17 21:17:19,2019-03-17 21:37:52,LEJ,SHJ
9211,GF565,333,72,2019-03-17 18:05:51,2019-03-17 17:52:02,AMM,LEJ
9212,GF190,320,145,2019-03-17 15:50:37,2019-03-17 14:28:28,MAA,JED
9213,H6891,7M8,102,2019-03-17 14:08:43,2019-03-17 12:55:19,CAI,CAI
9214,GF018,73G,91,2019-03-17 10:30:02,2019-03-17 11:37:27,DMM,PEW
9215,EY379,73G,154,2019-03-17 06:10:48,2019-03-17 07:39:16,JED,JED
9216,GF511,73G,65,2019-03-17 01:24:17,2019-03-17 01:20:34,IST,DXB
9217,GF110,73H,64,2019-03-16 19:09:30,2019-03-16 17:46:39,DME,DXB
9218,OV265,333,96,2019-03-16 12:33:28,2019-03-16 11:31:54,DEL,DXB
9219,G9105,73G,97,2019-03-16 08:31:26,2019-03-16 09:41:54,SAW,LHR
9220,GF511,738,135,2019-03-16 07:32:03,2019-03-16 08:28:39,KHI,AUH
9221,GF022,77W,168,2019-03-16 02:22:39,2019-03-16 01:05:19,AMM,DXB
9222,H6891,321,74,2019-03-16 00:12:30,2019-03-15 23:58:22,BAH,MXP
9223,GF046,73G,57,2019-03-15 19:35:39,2019-03-15 19:38:14,AKT,COK
9224,GF015,789,129,2019-03-15 16:34:08,2019-03-15 17:26:25,CAI,DXB
9225,FZ029,73G,96,2019-03-15 13:40:10,2019-03-15 14:13:21,CCJ,MNL
9226,GF186,320,128,2019-03-15 11:53:28,2019-03-15 13:07:13,CMN,TTH
9227,FZ021,32N,160,2019-03-15 07:38:53,2019-03-15 07:00:58,DXB,MAA
9228,GF503,321,143,2019-03-15 05:05:28,2019-03-15 03:58:19,MNL,DXB
9229,GF174,332,159,2019-03-15 00:10:48,2019-03-15 00:53:22,DXB,KHI
9230,GF767,321,160,2019-03-14 17:47:12,2019-03-14 17:55:37,DXB,SIN
9231,GF188,321,145,2019-03-14 16:10:08,2019-03-14 16:15:13,ELQ,CAI
9232,GF277,321,117,2019-03-14 10:54:58,2019-03-14 09:20:56,COK,MCT
9233,PC824,77W,40,2019-03-14 05:08:07,2019-03-14 04:15:36,EMA,LHE
9234,GF271,789,57,2019-03-14 04:39:44,2019-03-14 03:59:31,TBS,LHR
9235,IX471,320,85,2019-03-13 22:33:11,2019-03-13 23:30:49,HYD,SKT
9236,PC824,738,153,2019-03-13 16:49:10,2019-03-13 16:08:52,LYP,RUH
9237,PC824,738,70,2019-03-13 15:10:38,2019-03-13 14:08:56,DXB,BAH
9238,GF541,320,130,2019-03-13 13:19:19,2019-03-13 12:52:33,JIB,DXB
9239,GF162,32N,269,2019-03-13 10:48:56,2019-03-13 09:53:12,FRA,SHJ
9240,KU615,320,254,2019-03-13 07:53:12,2019-03-13 06:40:06,KEZ,LEJ
9241,GF186,73G,167,2019-03-13 03:22:10,2019-03-13 02:14:00,KEZ,DXB
9242,EK839,32Q,37,2019-03-12 20:52:56,2019-03-12 21:07:27,AMM,DEL
9243,6E1403,321,49,2019-03-12 17:29:56,2019-03-12 16:34:21,BOM,DMM
9244,GF104,32Q,61,2019-03-12 12:09:51,2019-03-12 11:17:16,KHB,ZZZ
9245,FZ025,738,54,2019-03-12 09:28:31,2019-03-12 09:09:49,TTH,BGW
9246,KU615,333,85,2019-03-12 06:56:24,2019-03-12 08:03:14,DXB,DXB
9247,GF188,73G,168,2019-03-12 04:58:59,2019-03-12 03:44:01,ELQ,HKG
9248,3L010,73H,58,2019-03-12 00:43:21,2019-03-12 02:13:06,JED,JED
9249,GF543,321,148,2019-03-11 18:54:12,2019-03-11 17:56:32,AUH,TRV
9250,FZ029,32N,110,2019-03-11 16:19:25,2019-03-11 15:48:49,LHR,LCA
9251,SV520,320,280,2019-03-11 12:06:03,2019-03-11 11:09:38,DXB,CCJ
9252,GF277,738,139,2019-03-11 10:34:06,2019-03-11 09:57:23,CCJ,ZZZ
9253,GF7044,738,89,2019-03-11 07:00:31,2019-03-11 07:06:32,DXB,MAA
9254,GF016,321,236,2019-03-11 01:58:13,2019-03-11 02:09:39,DXB,JED
9255,GF509,73G,111,2019-03-10 20:58:19,2019-03-10 22:02:50,ZZZ,AUH
9256,PC824,789,236,2019-03-10 20:32:33,2019-03-10 19:26:50,DXB,AMM
9257,EY375,320,119,2019-03-10 15:20:27,2019-03-10 14:11:50,COK,KEZ
9258,GF016,321,166,2019-03-10 11:10:59,2019-03-10 11:47:43,HKG,DXB
9259,GF271,332,152,2019-03-10 05:33:43,2019-03-10 06:57:50,KHB,LHE
9260,GF026,7M8,94,2019-03-10 04:24:21,2019-03-10 04:49:52,ELQ,DXB
9261,GF249,738,136,2019-03-10 03:55:40,2019-03-10 03:26:57,MCT,HKG
9262,GF190,320,93,2019-03-10 01:08:20,2019-03-10 00:04:51,DXB,CVG
9263,GF018,320,61,2019-03-09 19:13:05,2019-03-09 20:36:19,BAH,MNL
9264,GF511,7M8,96,2019-03-09 13:29:13,2019-03-09 12:54:23,CDG,NHD
9265,WY657,321,149,2019-03-09 09:48:08,2019-03-09 11:03:50,CAI,AUH
9266,GF261,73H,49,2019-03-09 04:32:41,2019-03-09 05:36:44,MCT,NBO
9267,FZ023,320,73,2019-03-09 03:23:01,2019-03-09 03:18:37,DAC,DXB
9268,BA125,32N,97,2019-03-09 03:15:19,2019-03-09 03:22:26,MAN,LYP
9269,GF018,321,170,2019-03-09 02:46:19,2019-03-09 01:58:35,DXB,CDG
9270,GF561,333,283,2019-03-08 23:27:55,2019-03-09 00:08:52,MCT,DXB
9271,GF110,73G,154,2019-03-08 17:31:01,2019-03-08 17:58:14,TZX,DMM
9272,FZ029,333,106,2019-03-08 16:26:40,2019-03-08 16:40:04,KMC,KHB
9273,GF110,73H,39,2019-03-08 11:06:23,2019-03-08 10:11:00,BOM,IST
9274,GF016,77W,122,2019-03-08 08:11:14,2019-03-08 08:35:40,KHB,MCT
9275,5W7029,320,72,2019-03-08 03:56:04,2019-03-08 02:28:31,DXB,AUH
9276,GF168,73H,157,2019-03-08 02:37:39,2019-03-08 03:01:28,SAW,DXB
9277,GF188,333,259,2019-03-08 00:46:21,2019-03-07 23:51:14,IST,LEJ
9278,EK837,32Q,121,2019-03-07 19:13:16,2019-03-07 19:23:30,KHB,DXB
9279,OV265,321,54,2019-03-07 12:38:47,2019-03-07 13:26:09,DEL,BOM
9280,IX471,332,266,2019-03-07 06:14:56,2019-03-07 06:44:25,MCT,DEL
9281,WY653,789,163,2019-03-07 03:25:55,2019-03-07 02:25:45,DMM,TZX
9282,GF2771,77W,267,2019-03-06 22:20:49,2019-03-06 21:04:30,RUH,NBO
9283,GF006,77W,114,2019-03-06 19:10:22,2019-03-06 19:15:48,CAI,BOM
9284,IX889,738,60,2019-03-06 14:57:05,2019-03-06 13:18:53,FRA,TBS
9285,PC824,73G,130,2019-03-06 11:45:35,2019-03-06 11:13:30,CAI,DXB
9286,PC824,73H,211,2019-03-06 06:00:52,2019-03-06 05:42:53,AMM,ISB
9287,H6891,7M8,46,2019-03-05 23:23:42,2019-03-05 21:53:50,MCT,DMM
9288,6E1403,789,80,2019-03-05 21:39:57,2019-03-05 20:46:03,SKT,COK
9289,H6891,332,133,2019-03-05 17:36:37,2019-03-05 17:05:38,AUH,JIB
9290,GF965,32Q,100,2019-03-05 15:09:48,2019-03-05 15:04:46,SHJ,AUH
9291,GF170,738,34,2019-03-05 11:30:29,2019-03-05 10:19:26,RUH,LEJ
9292,MS920,333,138,2019-03-05 08:04:20,2019-03-05 06:36:24,LHR,DXB
9293,GF271,77W,53,2019-03-05 02:46:39,2019-03-05 03:38:19,JED,MXP
9294,BA125,77W,105,2019-03-04 22:32:44,2019-03-04 22:25:10,BAH,DEL
9295,GF110,73H,280,2019-03-04 19:29:41,2019-03-04 20:24:47,DXB,LYP
9296,GF507,320,95,2019-03-04 14:17:26,2019-03-04 14:48:44,DAC,BKK
9297,GF767,789,241,2019-03-04 11:53:59,2019-03-04 10:34:54,AUH,CVG
9298,GF153,73H,59,2019-03-04 07:30:52,2019-03-04 06:01:48,DEL,SKT
9299,GF216,738,78,2019-03-04 07:08:42,2019-03-04 08:25:55,BOM,JED
9300,GF545,789,73,2019-03-04 00:24:53,2019-03-04 01:43:25,DEL,KHB
9301,EY377,321,51,2019-03-03 21:38:57,2019-03-03 22:02:04,DXB,KMC
9302,GF277,789,36,2019-03-03 20:25:44,2019-03-03 20:34:19,DXB,MED
9303,GF767,332,152,2019-03-03 19:33:48,2019-03-03 18:19:05,DEL,HYD
9304,GF172,320,159,2019-03-03 18:30:26,2019-03-03 18:56:04,DXB,CVG
9305,GF131,73G,161,2019-03-03 11:37:28,2019-03-03 10:14:38,LHR,AMM
9306,GF170,321,269,2019-03-03 11:28:46,2019-03-03 10:42:10,CAI,DXB
9307,GF042,320,144,2019-03-03 04:52:31,2019-03-03 03:55:10,DMM,DXB
9308,SV520,73H,58,2019-03-02 22:41:09,2019-03-03 00:12:32,COK,IST
9309,GF541,32Q,96,2019-03-02 18:13:57,2019-03-02 19:31:25,ZZZ,SAW
9310,TK3758,738,280,2019-03-02 13:12:01,2019-03-02 11:56:39,SHJ,ZZZ
9311,GF145,321,97,2019-03-02 09:53:31,2019-03-02 09:14:14,JED,DXB
9312,GF053,333,134,2019-03-02 03:18:51,2019-03-02 01:48:37,DAC,LEJ
9313,GF7044,77W,64,2019-03-01 22:26:13,2019-03-01 22:06:09,DXB,SKT
9314,GF789,332,169,2019-03-01 20:50:36,2019-03-01 20:05:49,DXB,DMM
9315,GF131,32N,159,2019-03-01 16:46:16,2019-03-01 16:03:30,AMM,NHD
9316,GF184,32Q,146,2019-03-01 12:23:40,2019-03-01 13:25:13,NBO,NSY
9317,GF765,332,96,2019-03-01 10:04:02,2019-03-01 10:46:30,KHB,DEL
9318,AI939,73G,102,2019-03-01 03:52:13,2019-03-01 03:53:28,KWI,LCA
9319,GF178,73G,156,2019-03-01 00:00:50,2019-03-01 00:58:38,BLR,HKG
9320,GF214,7M8,159,2019-02-28 20:58:31,2019-02-28 22:26:32,LHR,IST
9321,GF565,789,283,2019-02-28 16:50:17,2019-02-28 15:11:48,DXB,DXB
9322,TK7674,789,106,2019-02-28 10:28:22,2019-02-28 09:24:56,MCT,DXB
9323,GF018,332,92,2019-02-28 04:37:33,2019-02-28 04:44:11,CAI,JED
9324,GF787,73G,61,2019-02-28 02:49:28,2019-02-28 03:56:03,AMM,DXB
9325,GF773,32N,51,2019-02-28 01:23:27,2019-02-28 02:26:46,CAI,ATH
9326,GF789,320,164,2019-02-28 00:35:53,2019-02-28 00:44:01,KHI,JED
9327,G9103,332,70,2019-02-27 23:11:02,2019-02-27 21:58:07,SHJ,LHR
9328,GF002,73H,131,2019-02-27 21:19:35,2019-02-27 19:51:46,DXB,BOM
9329,SV526,333,29,2019-02-27 16:49:00,2019-02-27 18:06:06,MED,DXB
9330,GF069,7M8,163,2019-02-27 10:20:51,2019-02-27 11:23:17,DMM,LCA
9331,6E1403,332,130,2019-02-27 04:36:58,2019-02-27 04:29:31,ELQ,CVG
9332,GF281,320,118,2019-02-27 00:49:01,2019-02-27 01:54:01,KHB,DMM
9333,GF135,333,168,2019-02-26 18:16:36,2019-02-26 19:30:27,DMM,CAI
